Time [s],Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
6.287086404,0,0,0,0,0,0,0
6.287087380,1,0,0,0,0,0,0
6.287088356,0,0,0,0,0,0,0
6.287090308,1,0,0,0,0,0,0
6.287091288,0,0,0,0,0,0,0
6.287093240,1,0,0,0,0,0,0
6.287105936,0,0,0,0,0,0,0
6.287106912,1,0,0,0,0,0,0
6.287108864,0,0,0,0,0,0,0
6.287111796,1,0,0,0,0,0,0
6.287113748,0,0,0,0,0,0,0
6.287114724,1,0,0,0,0,0,0
6.287116676,0,0,0,0,0,0,0
6.287121560,1,0,0,0,0,0,0
6.287126444,0,0,0,0,0,0,0
6.287127420,1,0,0,0,0,0,0
6.288053208,0,0,0,0,0,0,0
6.288054184,1,0,0,0,0,0,0
6.288055160,0,0,0,0,0,0,0
6.288056136,1,0,0,0,0,0,0
6.288057112,0,0,0,0,0,0,0
6.288059068,1,0,0,0,0,0,0
6.288060044,0,0,0,0,0,0,0
6.288061020,1,0,0,0,0,0,0
6.288061996,0,0,0,0,0,0,0
6.288069808,1,0,0,0,0,0,0
6.288070784,0,0,0,0,0,0,0
6.288074692,1,0,0,0,0,0,0
6.288075668,0,0,0,0,0,0,0
6.288076644,1,0,0,0,0,0,0
6.288077620,0,0,0,0,0,0,0
6.288078596,1,0,0,0,0,0,0
6.288079576,0,0,0,0,0,0,0
6.288080552,1,0,0,0,0,0,0
6.288082504,0,0,0,0,0,0,0
6.288083480,1,0,0,0,0,0,0
6.288086412,0,0,0,0,0,0,0
6.288087388,1,0,0,0,0,0,0
6.288088364,0,0,0,0,0,0,0
6.288090316,1,0,0,0,0,0,0
6.288091292,0,0,0,0,0,0,0
6.288093248,1,0,0,0,0,0,0
6.288105944,0,0,0,0,0,0,0
6.288108872,1,0,0,0,0,0,0
6.288110824,0,0,0,0,0,0,0
6.288111800,1,0,0,0,0,0,0
6.288113756,0,0,0,0,0,0,0
6.288114732,1,0,0,0,0,0,0
6.288116684,0,0,0,0,0,0,0
6.288121568,1,0,0,0,0,0,0
6.288123520,0,0,0,0,0,0,0
6.288124496,1,0,0,0,0,0,0
6.288125472,0,0,0,0,0,0,0
6.288127428,1,0,0,0,0,0,0
6.289053216,0,0,0,0,0,0,0
6.289054192,1,0,0,0,0,0,0
6.289055168,0,0,0,0,0,0,0
6.289056144,1,0,0,0,0,0,0
6.289057120,0,0,0,0,0,0,0
6.289059072,1,0,0,0,0,0,0
6.289060052,0,0,0,0,0,0,0
6.289061028,1,0,0,0,0,0,0
6.289062004,0,0,0,0,0,0,0
6.289069816,1,0,0,0,0,0,0
6.289070792,0,0,0,0,0,0,0
6.289073724,1,0,0,0,0,0,0
6.289074700,0,0,0,0,0,0,0
6.289075676,1,0,0,0,0,0,0
6.289077628,0,0,0,0,0,0,0
6.289079580,1,0,0,0,0,0,0
6.289082512,0,0,0,0,0,0,0
6.289083488,1,0,0,0,0,0,0
6.289086416,0,0,0,0,0,0,0
6.289087392,1,0,0,0,0,0,0
6.289088372,0,0,0,0,0,0,0
6.289090324,1,0,0,0,0,0,0
6.289091300,0,0,0,0,0,0,0
6.289093252,1,0,0,0,0,0,0
6.289105948,0,0,0,0,0,0,0
6.289106924,1,0,0,0,0,0,0
6.289107904,0,0,0,0,0,0,0
6.289108880,1,0,0,0,0,0,0
6.289109856,0,0,0,0,0,0,0
6.289110832,1,0,0,0,0,0,0
6.289113760,0,0,0,0,0,0,0
6.289114736,1,0,0,0,0,0,0
6.289116692,0,0,0,0,0,0,0
6.289121576,1,0,0,0,0,0,0
6.289123528,0,0,0,0,0,0,0
6.289124504,1,0,0,0,0,0,0
6.289125480,0,0,0,0,0,0,0
6.289127432,1,0,0,0,0,0,0
6.290053224,0,0,0,0,0,0,0
6.290054196,1,0,0,0,0,0,0
6.290055176,0,0,0,0,0,0,0
6.290056152,1,0,0,0,0,0,0
6.290057128,0,0,0,0,0,0,0
6.290059080,1,0,0,0,0,0,0
6.290060056,0,0,0,0,0,0,0
6.290061032,1,0,0,0,0,0,0
6.290062012,0,0,0,0,0,0,0
6.290069824,1,0,0,0,0,0,0
6.290070800,0,0,0,0,0,0,0
6.290077636,1,0,0,0,0,0,0
6.290082520,0,0,0,0,0,0,0
6.290083496,1,0,0,0,0,0,0
6.290086424,0,0,0,0,0,0,0
6.290087400,1,0,0,0,0,0,0
6.290088376,0,0,0,0,0,0,0
6.290090332,1,0,0,0,0,0,0
6.290091308,0,0,0,0,0,0,0
6.290093260,1,0,0,0,0,0,0
6.290105956,0,0,0,0,0,0,0
6.290107908,1,0,0,0,0,0,0
6.290113768,0,0,0,0,0,0,0
6.290114744,1,0,0,0,0,0,0
6.290116700,0,0,0,0,0,0,0
6.290121580,1,0,0,0,0,0,0
6.290125488,0,0,0,0,0,0,0
6.290126464,1,0,0,0,0,0,0
6.291053228,0,0,0,0,0,0,0
6.291054204,1,0,0,0,0,0,0
6.291055180,0,0,0,0,0,0,0
6.291056156,1,0,0,0,0,0,0
6.291057136,0,0,0,0,0,0,0
6.291059088,1,0,0,0,0,0,0
6.291060064,0,0,0,0,0,0,0
6.291061040,1,0,0,0,0,0,0
6.291062016,0,0,0,0,0,0,0
6.291069832,1,0,0,0,0,0,0
6.291070808,0,0,0,0,0,0,0
6.291071784,1,0,0,0,0,0,0
6.291072760,0,0,0,0,0,0,0
6.291073736,1,0,0,0,0,0,0
6.291075688,0,0,0,0,0,0,0
6.291077644,1,0,0,0,0,0,0
6.291078620,0,0,0,0,0,0,0
6.291082524,1,0,0,0,0,0,0
6.291086432,0,0,0,0,0,0,0
6.291087408,1,0,0,0,0,0,0
6.291088384,0,0,0,0,0,0,0
6.291090336,1,0,0,0,0,0,0
6.291091316,0,0,0,0,0,0,0
6.291093268,1,0,0,0,0,0,0
6.291105964,0,0,0,0,0,0,0
6.291108892,1,0,0,0,0,0,0
6.291109868,0,0,0,0,0,0,0
6.291113776,1,0,0,0,0,0,0
6.291116704,0,0,0,0,0,0,0
6.291121588,1,0,0,0,0,0,0
6.291123540,0,0,0,0,0,0,0
6.291124516,1,0,0,0,0,0,0
6.291125496,0,0,0,0,0,0,0
6.291126472,1,0,0,0,0,0,0
