0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,500,954,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,3,500,954,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,4,6,690,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,657,688,0,0,0,3,3,500,954,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,1,1,3,3,500,954,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,3,1011,514,1003,1,0,1,4,6,690,1001,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,2,895,309,0,0,0,2,0,657,688,0,0,0,3,3,500,954,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,4,0,349,527,0,0,0,0,0,0,0,0,1,1,3,3,500,954,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
9,0,0,0,0,0,1,1,0,3,1011,514,1003,1,0,1,4,6,690,1001,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
10,1,1,661,482,0,0,0,1,2,895,309,1004,1,0,2,0,657,688,1002,1,0,3,3,500,954,1000,1,0,0,0,0,0,0,1,0
11,1,2,180,434,0,0,0,4,0,349,527,0,0,0,0,0,0,0,0,1,1,3,3,500,954,1000,1,0,0,0,0,0,0,1,1
12,4,4,23,831,0,0,0,0,0,0,0,0,1,1,0,3,1011,514,1003,1,0,1,4,6,690,1001,1,0,0,0,0,0,0,1,1
13,0,3,95,857,1009,1,0,1,1,661,482,1006,1,0,1,2,895,309,1004,1,1,2,0,657,688,1002,1,0,3,3,500,954,1000,1,0
14,0,0,0,0,0,1,1,1,2,180,434,1007,1,0,4,0,349,527,0,0,0,0,0,0,0,0,1,1,3,3,500,954,1000,1,0
15,3,2,85,495,0,0,0,4,4,23,831,0,0,0,0,0,0,0,0,1,1,0,3,1011,514,1003,1,1,1,4,6,690,1001,1,1
16,3,0,112,812,0,0,0,0,3,95,857,1009,1,0,1,1,661,482,1006,1,0,1,2,895,309,1004,1,1,2,0,657,688,1002,1,0
17,3,3,500,954,1000,1,0,0,0,0,0,0,1,1,1,2,180,434,1007,1,1,4,0,349,527,0,0,0,0,0,0,0,0,1,1
18,3,3,500,954,1000,1,0,3,2,85,495,0,0,0,4,4,23,831,0,0,0,0,0,0,0,0,1,1,0,3,1011,514,1003,1,1
19,0,2,724,383,1012,1,0,3,0,112,812,0,0,0,0,3,95,857,1009,1,0,1,1,661,482,1006,1,0,1,2,895,309,1004,1,1
20,2,0,657,688,1002,1,1,3,3,500,954,1000,1,0,0,0,0,0,0,1,1,1,2,180,434,1007,1,1,4,0,349,527,1005,1,0
21,4,0,773,291,0,0,0,3,3,500,954,1000,1,0,3,2,85,495,0,0,0,4,4,23,831,0,0,0,0,0,0,0,0,1,1
22,3,0,670,241,0,0,0,0,2,724,383,1012,1,0,3,0,112,812,0,0,0,0,3,95,857,1009,1,1,1,1,661,482,1006,1,0
23,4,0,559,375,0,0,0,2,0,657,688,1002,1,1,3,3,500,954,1000,1,0,0,0,0,0,0,1,1,1,2,180,434,1007,1,1
24,4,0,349,527,1005,1,1,4,0,773,291,0,0,0,3,3,500,954,1000,1,0,3,2,85,495,1010,1,0,4,4,23,831,1008,1,0
25,4,2,255,765,0,0,0,3,0,670,241,0,0,0,0,2,724,383,1012,1,1,3,0,112,812,1011,1,0,0,3,95,857,1009,1,1
26,1,1,661,482,1006,1,0,4,0,559,375,0,0,0,2,0,657,688,1002,1,1,3,3,500,954,1000,1,1,0,0,0,0,0,1,1
27,1,4,870,543,0,0,0,4,0,349,527,1005,1,1,4,0,773,291,0,0,0,3,3,500,954,1000,1,1,3,2,85,495,1010,1,0
28,4,4,23,831,1008,1,0,4,2,255,765,0,0,0,3,0,670,241,0,0,0,0,2,724,383,1012,1,1,3,0,112,812,1011,1,0
29,2,3,944,456,0,0,0,1,1,661,482,1006,1,1,4,0,559,375,0,0,0,2,0,657,688,1002,1,1,3,3,500,954,1000,1,1
30,4,4,420,941,0,0,0,1,4,870,543,1017,1,0,4,0,349,527,1005,1,1,4,0,773,291,0,0,0,3,3,500,954,1000,1,1
31,3,2,85,495,1010,1,0,4,4,23,831,1008,1,0,4,2,255,765,0,0,0,3,0,670,241,1014,1,0,0,2,724,383,1012,1,1
32,3,0,112,812,1011,1,1,2,3,944,456,0,0,0,1,1,661,482,1006,1,1,4,0,559,375,0,0,0,2,0,657,688,1002,1,1
33,4,2,711,250,0,0,0,4,4,420,941,0,0,0,1,4,870,543,1017,1,0,4,0,349,527,1005,1,1,4,0,773,291,1013,1,0
34,2,1,759,440,0,0,0,3,2,85,495,1010,1,0,4,4,23,831,1008,1,0,4,2,255,765,0,0,0,3,0,670,241,1014,1,0
35,3,4,607,306,0,0,0,3,0,112,812,1011,1,1,2,3,944,456,1018,1,0,1,1,661,482,1006,1,1,4,0,559,375,1015,1,0
36,0,0,0,0,0,1,1,4,2,711,250,0,0,0,4,4,420,941,0,0,0,1,4,870,543,1017,1,0,4,0,349,527,1005,1,1
37,4,0,773,291,1013,1,1,2,1,759,440,0,0,0,3,2,85,495,1010,1,1,4,4,23,831,1008,1,0,4,2,255,765,1016,1,0
38,3,0,670,241,1014,1,1,3,4,607,306,0,0,0,3,0,112,812,1011,1,1,2,3,944,456,1018,1,1,1,1,661,482,1006,1,1
39,4,0,559,375,1015,1,1,0,0,0,0,0,1,1,4,2,711,250,0,0,0,4,4,420,941,0,0,0,1,4,870,543,1017,1,1
40,3,0,181,195,0,0,0,4,0,773,291,1013,1,1,2,1,759,440,1021,1,0,3,2,85,495,1010,1,1,4,4,23,831,1008,1,1
41,4,2,255,765,1016,1,0,3,0,670,241,1014,1,1,3,4,607,306,0,0,0,3,0,112,812,1011,1,1,2,3,944,456,1018,1,1
42,1,4,313,730,0,0,0,4,0,559,375,1015,1,1,0,0,0,0,0,1,1,4,2,711,250,0,0,0,4,4,420,941,1019,1,0
43,4,0,658,829,0,0,0,3,0,181,195,0,0,0,4,0,773,291,1013,1,1,2,1,759,440,1021,1,0,3,2,85,495,1010,1,1
44,1,3,897,435,0,0,0,4,2,255,765,1016,1,0,3,0,670,241,1014,1,1,3,4,607,306,1022,1,0,3,0,112,812,1011,1,1
45,0,0,0,0,0,1,1,1,4,313,730,1024,1,0,4,0,559,375,1015,1,1,0,0,0,0,0,1,1,4,2,711,250,1020,1,0
46,4,4,420,941,1019,1,0,4,0,658,829,0,0,0,3,0,181,195,0,0,0,4,0,773,291,1013,1,1,2,1,759,440,1021,1,0
47,0,0,0,0,0,1,1,1,3,897,435,1026,1,0,4,2,255,765,1016,1,1,3,0,670,241,1014,1,1,3,4,607,306,1022,1,1
48,2,1,606,173,0,0,0,0,0,0,0,0,1,1,1,4,313,730,1024,1,0,4,0,559,375,1015,1,1,0,0,0,0,0,1,1
49,4,2,711,250,1020,1,0,4,4,420,941,1019,1,0,4,0,658,829,0,0,0,3,0,181,195,1023,1,0,4,0,773,291,1013,1,1
50,2,1,759,440,1021,1,0,0,0,0,0,0,1,1,1,3,897,435,1026,1,0,4,2,255,765,1016,1,1,3,0,670,241,1014,1,1
51,1,4,673,669,0,0,0,2,1,606,173,0,0,0,0,0,0,0,0,1,1,1,4,313,730,1024,1,0,4,0,559,375,1015,1,1
52,2,3,794,25,0,0,0,4,2,711,250,1020,1,0,4,4,420,941,1019,1,0,4,0,658,829,0,0,0,3,0,181,195,1023,1,0
53,1,2,838,788,0,0,0,2,1,759,440,1021,1,1,0,0,0,0,0,1,1,1,3,897,435,1026,1,1,4,2,255,765,1016,1,1
54,1,2,383,257,0,0,0,1,4,673,669,1028,1,0,2,1,606,173,1027,1,0,0,0,0,0,0,1,1,1,4,313,730,1024,1,1
55,0,0,0,0,0,1,1,2,3,794,25,0,0,0,4,2,711,250,1020,1,1,4,4,420,941,1019,1,0,4,0,658,829,1025,1,0
56,3,0,181,195,1023,1,1,1,2,838,788,1030,1,0,2,1,759,440,1021,1,1,0,0,0,0,0,1,1,1,3,897,435,1026,1,1
57,3,3,74,469,0,0,0,1,2,383,257,1031,1,0,1,4,673,669,1028,1,0,2,1,606,173,1027,1,0,0,0,0,0,0,1,1
58,0,1,6,906,1033,1,0,0,0,0,0,0,1,1,2,3,794,25,1029,1,0,4,2,711,250,1020,1,1,4,4,420,941,1019,1,1
59,4,0,658,829,1025,1,1,3,0,181,195,1023,1,1,1,2,838,788,1030,1,1,2,1,759,440,1021,1,1,0,0,0,0,0,1,1
60,3,1,333,591,0,0,0,3,3,74,469,0,0,0,1,2,383,257,1031,1,1,1,4,673,669,1028,1,0,2,1,606,173,1027,1,0
61,3,2,825,422,0,0,0,0,1,6,906,1033,1,1,0,0,0,0,0,1,1,2,3,794,25,1029,1,1,4,2,711,250,1020,1,1
62,4,1,496,840,0,0,0,4,0,658,829,1025,1,1,3,0,181,195,1023,1,1,1,2,838,788,1030,1,1,2,1,759,440,1021,1,1
63,0,3,360,442,1037,1,0,3,1,333,591,0,0,0,3,3,74,469,0,0,0,1,2,383,257,1031,1,1,1,4,673,669,1028,1,1
64,2,1,606,173,1027,1,0,3,2,825,422,0,0,0,0,1,6,906,1033,1,1,0,0,0,0,0,1,1,2,3,794,25,1029,1,1
65,0,0,0,0,0,1,1,4,1,496,840,0,0,0,4,0,658,829,1025,1,1,3,0,181,195,1023,1,1,1,2,838,788,1030,1,1
66,0,0,0,0,0,1,1,0,3,360,442,1037,1,0,3,1,333,591,0,0,0,3,3,74,469,1032,1,0,1,2,383,257,1031,1,1
67,0,0,0,0,0,1,1,2,1,606,173,1027,1,1,3,2,825,422,0,0,0,0,1,6,906,1033,1,1,0,0,0,0,0,1,1
68,0,0,0,0,0,1,1,0,0,0,0,0,1,1,4,1,496,840,0,0,0,4,0,658,829,1025,1,1,3,0,181,195,1023,1,1
69,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,3,360,442,1037,1,0,3,1,333,591,1034,1,0,3,3,74,469,1032,1,0
70,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,1,606,173,1027,1,1,3,2,825,422,1035,1,0,0,1,6,906,1033,1,1
71,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,4,1,496,840,0,0,0,4,0,658,829,1025,1,1
72,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,3,360,442,1037,1,1,3,1,333,591,1034,1,0
73,3,3,74,469,1032,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,1,606,173,1027,1,1,3,2,825,422,1035,1,0
74,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,4,1,496,840,1036,1,0
75,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,3,360,442,1037,1,1
76,3,1,333,591,1034,1,0,3,3,74,469,1032,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,1,606,173,1027,1,1
77,3,2,825,422,1035,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
78,4,1,496,840,1036,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
79,0,0,0,0,0,1,1,3,1,333,591,1034,1,1,3,3,74,469,1032,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
80,0,0,0,0,0,1,1,3,2,825,422,1035,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
81,0,0,0,0,0,1,1,4,1,496,840,1036,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
82,0,0,0,0,0,1,1,0,0,0,0,0,1,1,3,1,333,591,1034,1,1,3,3,74,469,1032,1,1,0,0,0,0,0,1,1
83,0,0,0,0,0,1,1,0,0,0,0,0,1,1,3,2,825,422,1035,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
84,0,0,0,0,0,1,1,0,0,0,0,0,1,1,4,1,496,840,1036,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
85,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,3,1,333,591,1034,1,1,3,3,74,469,1032,1,1
86,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,3,2,825,422,1035,1,1,0,0,0,0,0,1,1
87,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,4,1,496,840,1036,1,1,0,0,0,0,0,1,1
88,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,3,1,333,591,1034,1,1
89,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,3,2,825,422,1035,1,1
90,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,4,1,496,840,1036,1,1
